Measure,P1:ampl(C1),P2:rise(C1),P3:fall(C1),P4:- - -,P5:- - -,P6:- - -,
Unit,V,s,s,,,,
value,83.1e-3,241.9e-9,0,,,,
mean,82.8889e-3,238.533e-9,0.0e-9,,,,
min,82.1e-3,232.1e-9,0.0e-9,,,,
max,83.9e-3,245.9e-9,0.0e-9,,,,
sdev,269.3e-6,2.187e-9,0,,,,
num,258,257,0,,,,
status,Valid.,Valid.,"Invalid parameter, Too little data, No data available.",,,,
