Measure,P1:ampl(C1),P2:rise(C1),P3:fall(C1),P4:- - -,P5:- - -,P6:- - -,
Unit,V,s,s,,,,
value,5.96e-3,134e-9,0,,,,
mean,5.6853e-3,120.56e-9,0e-9,,,,
min,4.65e-3,70e-9,0e-9,,,,
max,15.17e-3,684e-9,0e-9,,,,
sdev,406.6e-6,31.88e-9,0,,,,
num,1.435e+3,1.435e+3,0,,,,
status,Valid.,Valid.,"Invalid parameter, Too little data, No data available.",,,,
