Measure,P1:ampl(C1),P2:rise(C1),P3:fall(C1),P4:- - -,P5:- - -,P6:- - -,
Unit,V,s,s,,,,
value,6.00e-3,134e-9,0,,,,
mean,5.6859e-3,120.56e-9,0e-9,,,,
min,4.65e-3,70e-9,0e-9,,,,
max,15.17e-3,684e-9,0e-9,,,,
sdev,405.8e-6,31.78e-9,0,,,,
num,1.444e+3,1.444e+3,0,,,,
status,Valid.,Valid.,"Invalid parameter, Too little data, No data available.",,,,
