Measure,P1:ampl(C1),P2:rise(C1),P3:fall(C1),P4:- - -,P5:- - -,P6:- - -,
Unit,V,s,s,,,,
value,117.9e-3,239.8e-9,0,,,,
mean,100.48e-3,241.130e-9,0.0e-9,,,,
min,80.5e-3,225.1e-9,0.0e-9,,,,
max,122.4e-3,251.4e-9,0.0e-9,,,,
sdev,11.39e-3,2.693e-9,0,,,,
num,3.986e+3,3.985e+3,0,,,,
status,Valid.,Valid.,"Invalid parameter, Too little data, No data available.",,,,
