Measure,P1:ampl(C1),P2:rise(C1),P3:fall(C1),P4:- - -,P5:- - -,P6:- - -,
Unit,V,s,s,,,,
value,97.1e-3,243.8e-9,0,,,,
mean,88.280e-3,239.443e-9,0.0e-9,,,,
min,80.5e-3,225.1e-9,0.0e-9,,,,
max,98.0e-3,251.4e-9,0.0e-9,,,,
sdev,6.892e-3,2.503e-9,0,,,,
num,1.307e+3,1.306e+3,0,,,,
status,Valid.,Valid.,"Invalid parameter, Too little data, No data available.",,,,
