Measure,P1:ampl(C1),P2:rise(C1),P3:fall(C1),P4:- - -,P5:- - -,P6:- - -,
Unit,V,s,s,,,,
value,40.93e-3,240.6e-9,0,,,,
mean,40.8256e-3,239.944e-9,0.0e-9,,,,
min,40.55e-3,231.6e-9,0.0e-9,,,,
max,41.33e-3,251.2e-9,0.0e-9,,,,
sdev,170.4e-6,2.408e-9,0,,,,
num,502,501,0,,,,
status,Valid.,Valid.,"Invalid parameter, Too little data, No data available.",,,,
