Measure,P1:ampl(C1),P2:rise(C1),P3:fall(C1),P4:- - -,P5:- - -,P6:- - -,
Unit,V,s,s,,,,
value,9.85e-3,145e-9,0,,,,
mean,9.535e-3,134.15e-9,0e-9,,,,
min,7.87e-3,76e-9,0e-9,,,,
max,22.83e-3,463e-9,0e-9,,,,
sdev,1.234e-3,33.02e-9,0,,,,
num,442,442,0,,,,
status,Valid.,Valid.,"Invalid parameter, Too little data, No data available.",,,,
