Measure,P1:ampl(C1),P2:rise(C1),P3:fall(C1),P4:- - -,P5:- - -,P6:- - -,
Unit,V,s,s,,,,
value,117.1e-3,245.1e-9,0,,,,
mean,100.55e-3,241.140e-9,0.0e-9,,,,
min,80.5e-3,225.1e-9,0.0e-9,,,,
max,122.4e-3,251.4e-9,0.0e-9,,,,
sdev,11.42e-3,2.694e-9,0,,,,
num,4.002e+3,4.001e+3,0,,,,
status,Valid.,Valid.,"Invalid parameter, Too little data, No data available.",,,,
