Measure,P1:ampl(C1),P2:rise(C1),P3:fall(C1),P4:- - -,P5:- - -,P6:- - -,
Unit,V,s,s,,,,
value,97.2e-3,238.3e-9,0,,,,
mean,88.221e-3,239.438e-9,0.0e-9,,,,
min,80.5e-3,225.1e-9,0.0e-9,,,,
max,98.0e-3,251.4e-9,0.0e-9,,,,
sdev,6.878e-3,2.504e-9,0,,,,
num,1.298e+3,1.297e+3,0,,,,
status,Valid.,Valid.,"Invalid parameter, Too little data, No data available.",,,,
